YYMMDDHHMI,STN,WD,WS,GST,PA,PS,PT,PR,TA,TD,HM,PV,RN,SD,WC,WP,WW,CA,CH,CT,VS,SS,SI,ST,TS,TE,WH,BF,IR,IX
202602160200,181,0,0.2,-9,1019.1,1023.4,-9,-9.0,-1.4,-7.5,63.0,3.5,-9.0,-9.0,-9,-9,-,6,46,-9,3932,-9.0,-9.00,-9,-0.1,-99.0,-9.0,-9,3,-9
202602160300,181,25,1.5,-9,1019.8,1024.1,2,0.9,-0.5,-7.3,60.0,3.5,-9.0,-9.0,-9,-9,-,7,37,-9,4409,-9.0,-9.00,-9,-0.1,-99.0,-9.0,-9,3,-9
202602160400,181,25,0.9,-9,1019.8,1024.1,-9,-9.0,-0.9,-7.2,62.0,3.6,-9.0,-9.0,-9,-9,-,3,47,-9,4227,-9.0,-9.00,-9,-0.1,-99.0,-9.0,-9,3,-9
202602160500,181,0,0.1,-9,1019.3,1023.6,-9,-9.0,-1.2,-7.5,62.0,3.5,-9.0,-9.0,-9,-9,-,8,46,-9,4385,-9.0,-9.00,-9,-0.2,-99.0,-9.0,-9,3,-9
202602160600,181,27,1.2,-9,1019.8,1024.1,4,0.0,-1.0,-8.0,59.0,3.3,-9.0,-9.0,-9,-9,-,3,49,-9,4574,-9.0,-9.00,-9,-0.1,-99.0,-9.0,-9,3,-9
202602160700,181,18,1.3,-9,1020.4,1024.7,-9,-9.0,-2.0,-7.7,65.0,3.4,-9.0,-9.0,-9,-9,-,4,60,-9,4350,-9.0,-9.00,-9,-0.2,-99.0,-9.0,-9,3,-9
202602160800,181,0,0.2,-9,1021.2,1025.5,-9,-9.0,-1.8,-8.5,60.0,3.2,-9.0,-9.0,-9,-9,-,0,-9,-9,4139,0.0,0.05,-9,-0.2,-99.0,-9.0,-9,3,-9
202602160900,181,5,1.1,-9,1021.4,1025.7,2,1.6,0.3,-8.9,50.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,4449,0.8,0.58,-9,-0.2,-99.0,-9.0,-9,3,-9
202602161000,181,27,1.8,-9,1021.5,1025.8,-9,-9.0,1.6,-9.6,43.0,3.0,-9.0,-9.0,-9,-9,-,0,-9,-9,4632,1.0,1.38,-9,-0.1,-99.0,-9.0,-9,3,-9
202602161100,181,25,1.4,-9,1021.3,1025.5,-9,-9.0,2.8,-10.1,38.0,2.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4642,1.0,1.89,-9,3.8,-99.0,-9.0,-9,3,-9
202602161200,181,32,3.2,-9,1020.5,1024.7,8,-1.0,4.1,-9.3,37.0,3.0,-9.0,-9.0,-9,-9,-,0,-9,-9,4669,1.0,2.38,-9,8.9,-99.0,-9.0,-9,3,-9
202602161300,181,32,2.0,-9,1019.4,1023.6,-9,-9.0,4.7,-9.8,34.0,2.9,-9.0,-9.0,-9,-9,-,0,-9,-9,4624,1.0,2.56,-9,11.0,-99.0,-9.0,-9,3,-9
202602161400,181,34,2.9,-9,1018.7,1022.9,-9,-9.0,5.6,-9.8,32.0,2.9,-9.0,-9.0,-9,-9,-,0,-9,-9,4639,1.0,2.36,-9,11.7,-99.0,-9.0,-9,3,-9
202602161500,181,29,2.2,-9,1018.4,1022.6,7,-2.1,6.4,-9.1,32.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,4494,1.0,2.05,-9,10.9,-99.0,-9.0,-9,3,-9
202602161600,181,32,2.7,-9,1018.4,1022.6,-9,-9.0,6.8,-9.1,31.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,4324,1.0,1.71,-9,10.0,-99.0,-9.0,-9,3,-9
202602161700,181,32,3.0,-9,1018.6,1022.8,-9,-9.0,6.3,-8.0,35.0,3.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4181,1.0,1.09,-9,7.5,-99.0,-9.0,-9,3,-9
202602161800,181,34,2.9,-9,1019.3,1023.5,2,0.9,3.8,-7.9,42.0,3.4,-9.0,-9.0,-9,-9,-,0,-9,-9,3654,0.7,0.37,-9,4.5,-99.0,-9.0,-9,3,-9
202602161900,181,32,2.8,-9,1019.9,1024.1,-9,-9.0,2.4,-7.2,49.0,3.6,-9.0,-9.0,-9,-9,-,2,74,-9,3341,0.0,0.01,-9,2.6,-99.0,-9.0,-9,3,-9
202602162000,181,32,4.3,-9,1020.5,1024.8,-9,-9.0,1.6,-6.9,53.0,3.6,-9.0,-9.0,-9,-9,-,8,66,-9,3372,-9.0,-9.00,-9,1.8,-99.0,-9.0,-9,3,-9
202602162100,181,2,2.6,-9,1020.8,1025.1,2,1.6,0.8,-6.9,56.0,3.6,-9.0,-9.0,-9,-9,-,7,66,-9,3456,-9.0,-9.00,-9,0.8,-99.0,-9.0,-9,3,-9
202602162200,181,36,0.6,-9,1021.2,1025.5,-9,-9.0,-0.7,-7.0,62.0,3.6,-9.0,-9.0,-9,-9,-,1,-9,-9,3475,-9.0,-9.00,-9,0.4,-99.0,-9.0,-9,3,-9
202602162300,181,16,0.8,-9,1021.1,1025.4,-9,-9.0,-1.7,-7.2,66.0,3.6,-9.0,-9.0,-9,-9,-,1,-9,-9,3374,-9.0,-9.00,-9,0.3,-99.0,-9.0,-9,3,-9
202602170000,181,18,0.7,-9,1021.1,1025.4,0,0.3,-2.7,-7.6,69.0,3.5,-9.0,-9.0,-9,-9,-,0,-9,-9,2898,-9.0,-9.00,-9,0.1,-99.0,-9.0,-9,3,-9
202602170100,181,0,0.3,-9,1021.3,1025.6,-9,-9.0,-3.7,-7.3,76.0,3.5,-9.0,-9.0,-9,-9,-,0,-9,-9,2505,-9.0,-9.00,-9,-0.1,-99.0,-9.0,-9,3,-9
202602170200,181,23,0.9,-9,1021.3,1025.7,-9,-9.0,-4.6,-8.1,76.0,3.3,-9.0,-9.0,-9,-9,-,0,-9,-9,2570,-9.0,-9.00,-9,-0.1,-99.0,-9.0,-9,3,-9
202602170300,181,0,0.0,-9,1021.5,1025.9,2,0.5,-5.0,-7.9,80.0,3.4,-9.0,-9.0,-9,-9,-,0,-9,-9,2257,-9.0,-9.00,-9,-0.3,-99.0,-9.0,-9,3,-9
202602170400,181,0,0.0,-9,1020.7,1025.1,-9,-9.0,-5.8,-8.3,82.0,3.3,-9.0,-9.0,-9,-9,-,0,-9,-9,2059,-9.0,-9.00,-9,-0.3,-99.0,-9.0,-9,3,-9
202602170500,181,0,0.2,-9,1020.7,1025.1,-9,-9.0,-5.2,-7.9,81.0,3.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1961,-9.0,-9.00,-9,-0.5,-99.0,-9.0,-9,3,-9
202602170600,181,18,1.2,-9,1020.5,1024.9,7,-1.0,-6.2,-8.1,86.0,3.3,-9.0,-9.0,-9,-9,-,0,-9,-9,1578,-9.0,-9.00,-9,-0.7,-99.0,-9.0,-9,3,-9
202602170700,181,0,0.1,-9,1020.6,1025.0,-9,-9.0,-6.8,-8.4,88.0,3.2,-9.0,-9.0,-9,-9,-,0,-9,-9,1404,-9.0,-9.00,-9,-0.8,-99.0,-9.0,-9,3,-9
202602170800,181,0,0.0,-9,1021.1,1025.5,-9,-9.0,-6.1,-8.2,85.0,3.3,-9.0,-9.0,-9,-9,-,0,-9,-9,1582,0.2,0.10,-9,-0.8,-99.0,-9.0,-9,3,-9
202602170900,181,25,1.1,-9,1021.6,1025.9,2,1.0,-2.8,-6.2,77.0,3.8,-9.0,-9.0,-9,-9,-,0,-9,-9,1908,1.0,0.95,-9,-0.6,-99.0,-9.0,-9,3,-9
202602171000,181,23,1.0,-9,1021.2,1025.5,-9,-9.0,0.8,-5.6,62.0,4.0,-9.0,-9.0,-9,-9,-,0,-9,-9,2375,1.0,1.82,-9,-0.3,-99.0,-9.0,-9,3,-9
202602171100,181,18,1.0,-9,1020.4,1024.6,-9,-9.0,2.7,-6.7,50.0,3.7,-9.0,-9.0,-9,-9,-,0,-9,-9,2981,1.0,2.20,-9,-0.2,-99.0,-9.0,-9,3,-9
202602171200,181,23,1.7,-9,1020.0,1024.2,7,-1.7,3.7,-8.0,42.0,3.3,-9.0,-9.0,-9,-9,-,0,-9,-9,3688,1.0,2.44,-9,6.1,-99.0,-9.0,-9,3,-9
202602171300,181,18,1.4,-9,1018.8,1023.0,-9,-9.0,5.5,-8.4,36.0,3.2,-9.0,-9.0,-9,-9,-,0,-9,-9,4440,1.0,2.66,-9,10.6,-99.0,-9.0,-9,3,-9
202602171400,181,23,1.8,-9,1017.5,1021.7,-9,-9.0,7.2,-10.1,28.0,2.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4624,1.0,2.59,-9,11.7,-99.0,-9.0,-9,3,-9
202602171500,181,32,3.6,-9,1016.8,1020.9,7,-3.3,7.5,-14.6,19.0,2.0,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,2.34,-9,11.4,-99.0,-9.0,-9,3,-9
202602171600,181,29,3.6,-9,1016.4,1020.5,-9,-9.0,7.7,-12.7,22.0,2.3,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,1.78,-9,9.6,-99.0,-9.0,-9,3,-9
202602171700,181,34,4.1,-9,1016.2,1020.3,-9,-9.0,7.2,-10.1,28.0,2.8,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,1.10,-9,6.6,-99.0,-9.0,-9,3,-9
202602171800,181,34,4.3,-9,1016.4,1020.6,5,-0.3,4.8,-9.0,36.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.8,0.37,-9,4.0,-99.0,-9.0,-9,3,-9
202602171900,181,25,1.2,-9,1017.0,1021.2,-9,-9.0,2.8,-7.1,48.0,3.6,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.0,0.00,-9,2.0,-99.0,-9.0,-9,3,-9
202602172000,181,34,0.5,-9,1017.5,1021.7,-9,-9.0,1.5,-6.5,55.0,3.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4955,-9.0,-9.00,-9,0.7,-99.0,-9.0,-9,3,-9
202602172100,181,20,2.1,-9,1018.1,1022.4,2,1.8,0.3,-6.3,61.0,3.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4862,-9.0,-9.00,-9,0.5,-99.0,-9.0,-9,3,-9
202602172200,181,20,2.2,-9,1018.5,1022.8,-9,-9.0,-1.1,-6.8,65.0,3.7,-9.0,-9.0,-9,-9,-,0,-9,-9,4702,-9.0,-9.00,-9,0.2,-99.0,-9.0,-9,3,-9
202602172300,181,20,0.7,-9,1018.4,1022.7,-9,-9.0,-2.2,-6.2,74.0,3.8,-9.0,-9.0,-9,-9,-,0,-9,-9,3922,-9.0,-9.00,-9,0.1,-99.0,-9.0,-9,3,-9
202602180000,181,0,0.0,-9,1018.1,1022.4,4,0.0,-2.9,-5.7,81.0,4.0,-9.0,-9.0,-9,-9,-,0,-9,-9,3190,-9.0,-9.00,-9,-0.1,-99.0,-9.0,-9,3,-9
202602180100,181,25,1.2,-9,1018.0,1022.3,-9,-9.0,-4.3,-6.4,85.0,3.8,-9.0,-9.0,-9,-9,-,0,-9,-9,2636,-9.0,-9.00,-9,-0.2,-99.0,-9.0,-9,3,-9
202602180200,181,23,2.7,-9,1017.6,1021.9,-9,-9.0,-2.3,-4.9,82.0,4.2,-9.0,-9.0,-9,-9,-,0,-9,-9,2625,-9.0,-9.00,-9,-0.2,-99.0,-9.0,-9,3,-9
202602180300,181,23,1.8,-9,1017.2,1021.5,7,-0.9,-2.9,-4.9,86.0,4.2,-9.0,-9.0,-9,-9,-,0,-9,-9,2263,-9.0,-9.00,-9,-0.2,-99.0,-9.0,-9,3,-9
202602180400,181,23,2.3,-9,1016.8,1021.1,-9,-9.0,-2.4,-4.4,86.0,4.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1850,-9.0,-9.00,-9,-0.4,-99.0,-9.0,-9,3,-9
202602180500,181,23,2.6,-9,1016.5,1020.8,-9,-9.0,-3.0,-4.7,88.0,4.3,-9.0,-9.0,-9,-9,-,0,-9,-9,1598,-9.0,-9.00,-9,-0.5,-99.0,-9.0,-9,3,-9
202602180600,181,20,2.4,-9,1016.2,1020.5,7,-1.0,-3.0,-4.5,89.0,4.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1425,-9.0,-9.00,-9,-0.6,-99.0,-9.0,-9,3,-9
202602180700,181,20,2.9,-9,1016.3,1020.6,-9,-9.0,-2.6,-4.1,89.0,4.5,-9.0,-9.0,-9,-9,-,0,-9,-9,1303,-9.0,-9.00,-9,-0.6,-99.0,-9.0,-9,3,-9
202602180800,181,25,1.3,-9,1016.7,1021.0,-9,-9.0,-1.9,-3.7,87.0,4.6,-9.0,-9.0,-9,-9,-,0,-9,-9,1441,0.0,0.07,-9,-0.6,-99.0,-9.0,-9,3,-9
202602180900,181,23,2.5,-9,1017.3,1021.6,2,1.1,-0.1,-2.6,83.0,5.0,-9.0,-9.0,-9,-9,-,0,-9,-9,1647,1.0,0.72,-9,-0.4,-99.0,-9.0,-9,3,-9
202602181000,181,25,2.3,-9,1017.5,1021.7,-9,-9.0,2.4,-1.7,74.0,5.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1807,1.0,1.54,-9,-0.3,-99.0,-9.0,-9,3,-9
202602181100,181,25,1.9,-9,1017.5,1021.7,-9,-9.0,5.4,-2.6,56.0,5.0,-9.0,-9.0,-9,-9,-,0,-9,-9,1764,1.0,1.95,-9,-0.1,-99.0,-9.0,-9,3,-9
202602181200,181,29,3.4,-9,1017.4,1021.5,8,-0.1,7.3,-9.1,30.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,2776,1.0,2.31,-9,6.8,-99.0,-9.0,-9,3,-9
202602181300,181,32,4.8,-9,1017.0,1021.1,-9,-9.0,7.8,-12.6,22.0,2.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4923,1.0,2.66,-9,9.6,-99.0,-9.0,-9,3,-9
202602181400,181,29,7.1,1341,1016.7,1020.8,-9,-9.0,7.5,-13.4,21.0,2.2,-9.0,-9.0,-9,-9,-,0,-9,-9,4970,1.0,2.64,-9,10.0,-99.0,-9.0,-9,3,-9
202602181500,181,29,4.9,1341,1017.0,1021.1,5,-0.4,7.5,-12.8,22.0,2.3,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,2.41,-9,9.5,-99.0,-9.0,-9,3,-9
202602181600,181,29,4.0,-9,1017.3,1021.5,-9,-9.0,6.4,-13.8,22.0,2.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,1.89,-9,7.9,-99.0,-9.0,-9,3,-9
202602181700,181,29,5.7,-9,1017.9,1022.1,-9,-9.0,4.7,-8.7,37.0,3.2,-9.0,-9.0,-9,-9,-,0,-9,-9,3682,1.0,1.11,-9,5.5,-99.0,-9.0,-9,3,-9
202602181800,181,34,4.3,1711,1018.9,1023.1,2,2.0,2.7,-10.5,37.0,2.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4961,0.8,0.38,-9,2.9,-99.0,-9.0,-9,3,-9
202602181900,181,34,3.8,-9,1019.8,1024.1,-9,-9.0,1.5,-9.7,43.0,2.9,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.0,0.01,-9,1.2,-99.0,-9.0,-9,3,-9
202602182000,181,32,1.2,-9,1020.4,1024.7,-9,-9.0,0.5,-9.8,46.0,2.9,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,0.5,-99.0,-9.0,-9,3,-9
202602182100,181,16,0.8,1711,1020.7,1025.0,2,1.9,-0.2,-9.3,50.0,3.0,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,0.3,-99.0,-9.0,-9,3,-9
202602182200,181,25,1.9,-9,1021.0,1025.3,-9,-9.0,-1.1,-8.5,57.0,3.2,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,0.1,-99.0,-9.0,-9,3,-9
202602182300,181,23,0.8,-9,1021.1,1025.4,-9,-9.0,-3.4,-8.8,66.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,4978,-9.0,-9.00,-9,-0.1,-99.0,-9.0,-9,3,-9
202602190000,181,20,2.4,-9,1021.1,1025.4,1,0.4,-3.0,-9.0,63.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,4746,-9.0,-9.00,-9,-0.2,-99.0,-9.0,-9,3,-9
202602190100,181,20,0.5,-9,1021.5,1025.8,-9,-9.0,-3.8,-9.0,67.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,4347,-9.0,-9.00,-9,-0.2,-99.0,-9.0,-9,3,-9
202602190200,181,0,0.3,-9,1022.2,1026.6,-9,-9.0,-5.2,-9.6,71.0,3.0,-9.0,-9.0,-9,-9,-,0,-9,-9,4130,-9.0,-9.00,-9,-0.4,-99.0,-9.0,-9,3,-9
202602190300,181,0,0.1,-9,1022.2,1026.6,1,1.2,-5.8,-8.8,79.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,3517,-9.0,-9.00,-9,-0.6,-99.0,-9.0,-9,3,-9
202602190400,181,14,0.6,-9,1022.0,1026.4,-9,-9.0,-6.1,-8.9,80.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,3221,-9.0,-9.00,-9,-0.8,-99.0,-9.0,-9,3,-9
202602190500,181,25,0.7,-9,1021.8,1026.2,-9,-9.0,-6.2,-8.9,81.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,3228,-9.0,-9.00,-9,-0.9,-99.0,-9.0,-9,3,-9
202602190600,181,18,0.8,-9,1021.6,1026.0,7,-0.6,-7.5,-10.0,82.0,2.9,-9.0,-9.0,-9,-9,-,0,-9,-9,3239,-9.0,-9.00,-9,-1.1,-99.0,-9.0,-9,3,-9
202602190700,181,11,0.5,-9,1021.8,1026.2,-9,-9.0,-7.8,-10.0,84.0,2.9,-9.0,-9.0,-9,-9,-,0,-9,-9,2471,-9.0,-9.00,-9,-1.3,-99.0,-9.0,-9,3,-9
202602190800,181,0,0.0,-9,1022.2,1026.6,-9,-9.0,-6.0,-8.7,81.0,3.2,-9.0,-9.0,-9,-9,-,0,-9,-9,2627,0.2,0.13,-9,-1.4,-99.0,-9.0,-9,3,-9
202602190900,181,2,1.2,-9,1022.4,1026.7,2,0.7,-3.0,-7.1,73.0,3.6,-9.0,-9.0,-9,-9,-,0,-9,-9,2331,1.0,1.01,-9,-0.9,-99.0,-9.0,-9,3,-9
202602191000,181,36,1.0,-9,1022.4,1026.7,-9,-9.0,-0.5,-6.6,63.0,3.7,-9.0,-9.0,-9,-9,-,0,-9,-9,3105,1.0,1.75,-9,-0.4,-99.0,-9.0,-9,3,-9
202602191100,181,23,2.9,-9,1022.5,1026.8,-9,-9.0,1.8,-6.2,55.0,3.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4105,1.0,2.17,-9,-0.1,-99.0,-9.0,-9,3,-9
202602191200,181,25,2.3,-9,1022.0,1026.2,8,-0.5,4.0,-6.8,45.0,3.7,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,2.52,-9,3.3,-99.0,-9.0,-9,3,-9
202602191300,181,20,3.7,-9,1020.8,1025.0,-9,-9.0,5.7,-8.2,36.0,3.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4907,1.0,2.73,-9,8.4,-99.0,-9.0,-9,3,-9
202602191400,181,20,3.0,-9,1019.5,1023.7,-9,-9.0,6.8,-8.3,33.0,3.3,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,2.65,-9,10.6,-99.0,-9.0,-9,3,-9
202602191500,181,18,1.8,-9,1018.6,1022.8,7,-3.4,7.4,-9.5,29.0,3.0,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,2.34,-9,10.8,-99.0,-9.0,-9,3,-9
202602191600,181,20,1.2,-9,1018.2,1022.3,-9,-9.0,8.8,-8.7,28.0,3.2,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,1.80,-9,9.5,-99.0,-9.0,-9,3,-9
202602191700,181,5,1.4,-9,1017.7,1021.8,-9,-9.0,8.3,-9.6,27.0,3.0,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,1.09,-9,7.2,-99.0,-9.0,-9,3,-9
202602191800,181,34,0.6,-9,1017.9,1022.1,5,-0.7,6.7,-8.8,32.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.8,0.36,-9,4.4,-99.0,-9.0,-9,3,-9
202602191900,181,20,0.8,-9,1018.2,1022.4,-9,-9.0,4.1,-8.9,38.0,3.1,-9.0,-9.0,-9,-9,-,0,-9,-9,2469,0.0,0.01,-9,2.2,-99.0,-9.0,-9,3,-9
202602192000,181,20,2.1,-9,1018.5,1022.7,-9,-9.0,2.0,-8.1,47.0,3.3,-9.0,-9.0,-9,-9,-,0,-9,-9,4982,-9.0,-9.00,-9,1.1,-99.0,-9.0,-9,3,-9
202602192100,181,20,1.5,-9,1018.3,1022.5,0,0.4,1.4,-6.6,55.0,3.7,-9.0,-9.0,-9,-9,-,0,-9,-9,4907,-9.0,-9.00,-9,0.6,-99.0,-9.0,-9,3,-9
202602192200,181,27,0.8,-9,1018.4,1022.7,-9,-9.0,-0.1,-6.5,62.0,3.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4286,-9.0,-9.00,-9,0.3,-99.0,-9.0,-9,3,-9
202602192300,181,0,0.0,-9,1018.3,1022.6,-9,-9.0,-0.9,-6.6,65.0,3.7,-9.0,-9.0,-9,-9,-,2,65,-9,3639,-9.0,-9.00,-9,0.1,-99.0,-9.0,-9,3,-9
202602200000,181,0,0.4,-9,1018.2,1022.5,4,0.0,-3.2,-6.6,77.0,3.7,-9.0,-9.0,-9,-9,-,3,63,-9,2780,-9.0,-9.00,-9,0.0,-99.0,-9.0,-9,3,-9
202602200100,181,0,0.0,-9,1018.5,1022.8,-9,-9.0,-3.5,-7.1,76.0,3.6,-9.0,-9.0,-9,-9,-,0,-9,-9,2163,-9.0,-9.00,-9,-0.1,-99.0,-9.0,-9,3,-9
202602200200,181,0,0.2,-9,1018.5,1022.8,-9,-9.0,-3.9,-6.8,80.0,3.7,-9.0,-9.0,-9,-9,-,0,-9,-9,2091,-9.0,-9.00,-9,-0.2,-99.0,-9.0,-9,3,-9
202602200300,181,0,0.0,-9,1018.4,1022.7,0,0.2,-4.8,-7.4,82.0,3.5,-9.0,-9.0,-9,-9,-,0,-9,-9,2091,-9.0,-9.00,-9,-0.3,-99.0,-9.0,-9,3,-9
202602200400,181,0,0.0,-9,1018.0,1022.3,-9,-9.0,-4.7,-6.8,85.0,3.7,-9.0,-9.0,-9,-9,-,0,-9,-9,1767,-9.0,-9.00,-9,-0.4,-99.0,-9.0,-9,3,-9
202602200500,181,5,1.0,-9,1017.6,1022.0,-9,-9.0,-5.6,-7.4,87.0,3.5,-9.0,-9.0,-9,-9,-,0,-9,-9,1554,-9.0,-9.00,-9,-0.5,-99.0,-9.0,-9,3,-9
202602200600,181,0,0.1,-9,1017.2,1021.6,7,-1.1,-6.0,-7.5,89.0,3.5,-9.0,-9.0,-9,-9,-,0,-9,-9,1290,-9.0,-9.00,-9,-0.7,-99.0,-9.0,-9,3,-9
202602200700,181,0,0.0,-9,1017.0,1021.4,-9,-9.0,-5.8,-7.6,87.0,3.5,-9.0,-9.0,-9,-9,-,0,-9,-9,1725,-9.0,-9.00,-9,-0.8,-99.0,-9.0,-9,3,-9
202602200800,181,0,0.0,-9,1017.0,1021.3,-9,-9.0,-5.2,-7.0,87.0,3.6,-9.0,-9.0,-9,-9,-,0,-9,-9,1287,0.2,0.10,-9,-0.7,-99.0,-9.0,-9,3,-9
202602200900,181,5,0.8,-9,1016.9,1021.2,7,-0.4,-1.9,-5.5,76.0,4.1,-9.0,-9.0,-9,-9,-,0,-9,-9,1525,1.0,0.80,-9,-0.5,-99.0,-9.0,-9,3,-9
202602201000,181,34,0.8,-9,1016.4,1020.6,-9,-9.0,0.8,-5.4,63.0,4.1,-9.0,-9.0,-9,-9,-,0,-9,-9,2077,1.0,1.70,-9,-0.3,-99.0,-9.0,-9,3,-9
202602201100,181,32,1.2,-9,1015.9,1020.1,-9,-9.0,4.7,-4.0,53.0,4.5,-9.0,-9.0,-9,-9,-,0,-9,-9,2691,1.0,2.02,-9,0.1,-99.0,-9.0,-9,3,-9
202602201200,181,27,2.0,-9,1015.0,1019.1,7,-2.1,8.4,-1.9,48.0,5.3,-9.0,-9.0,-9,-9,-,0,-9,-9,2070,1.0,2.34,-9,7.3,-99.0,-9.0,-9,3,-9
202602201300,181,25,3.2,-9,1013.8,1017.9,-9,-9.0,10.8,-1.9,41.0,5.3,-9.0,-9.0,-9,-9,-,0,-9,-9,1677,1.0,2.56,-9,10.4,-99.0,-9.0,-9,3,-9
202602201400,181,25,3.9,-9,1012.8,1016.9,-9,-9.0,12.3,-4.3,31.0,4.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1735,1.0,2.46,-9,11.4,-99.0,-9.0,-9,3,-9
202602201500,181,23,4.5,-9,1012.1,1016.1,7,-3.0,12.5,-2.9,34.0,4.9,-9.0,-9.0,-9,-9,-,0,-9,-9,1713,1.0,2.14,-9,11.0,-99.0,-9.0,-9,3,-9
202602201600,181,20,4.2,-9,1011.8,1015.8,-9,-9.0,12.6,-2.4,35.0,5.1,-9.0,-9.0,-9,-9,-,0,-9,-9,1553,1.0,1.59,-9,9.8,-99.0,-9.0,-9,3,-9
202602201700,181,20,4.1,-9,1011.4,1015.4,-9,-9.0,12.2,-2.4,36.0,5.1,-9.0,-9.0,-9,-9,-,0,-9,-9,1460,1.0,0.93,-9,8.1,-99.0,-9.0,-9,3,-9
202602201800,181,23,3.1,-9,1011.6,1015.7,5,-0.4,10.7,-4.1,35.0,4.5,-9.0,-9.0,-9,-9,-,0,-9,-9,1676,0.7,0.32,-9,6.0,-99.0,-9.0,-9,3,-9
202602201900,181,23,2.5,-9,1011.9,1016.0,-9,-9.0,8.2,-4.9,39.0,4.2,-9.0,-9.0,-9,-9,-,0,-9,-9,1778,0.0,0.00,-9,4.2,-99.0,-9.0,-9,3,-9
202602202000,181,23,2.7,-9,1012.0,1016.1,-9,-9.0,7.7,-4.4,42.0,4.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1674,-9.0,-9.00,-9,3.1,-99.0,-9.0,-9,3,-9
202602202100,181,18,1.4,-9,1012.1,1016.3,2,0.6,5.3,-5.1,47.0,4.2,-9.0,-9.0,-9,-9,-,0,-9,-9,1557,-9.0,-9.00,-9,2.1,-99.0,-9.0,-9,3,-9
202602202200,181,0,0.2,-9,1012.1,1016.3,-9,-9.0,3.0,-4.9,56.0,4.2,-9.0,-9.0,-9,-9,-,0,-9,-9,1394,-9.0,-9.00,-9,1.2,-99.0,-9.0,-9,3,-9
202602202300,181,0,0.1,-9,1012.1,1016.3,-9,-9.0,1.5,-4.3,65.0,4.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1250,-9.0,-9.00,-9,0.7,-99.0,-9.0,-9,3,-9
202602210000,181,0,0.0,-9,1011.9,1016.1,7,-0.2,0.1,-4.5,71.0,4.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1014,-9.0,-9.00,-9,0.5,-99.0,-9.0,-9,3,-9
202602210100,181,0,0.0,-9,1011.8,1016.0,-9,-9.0,-0.4,-4.6,73.0,4.3,-9.0,-9.0,-9,-9,-,0,-9,-9,951,-9.0,-9.00,-9,0.3,-99.0,-9.0,-9,3,-9
202602210200,181,0,0.0,-9,1011.9,1016.2,-9,-9.0,-1.1,-4.4,78.0,4.4,-9.0,-9.0,-9,-9,-,0,-9,-9,818,-9.0,-9.00,-9,0.1,-99.0,-9.0,-9,3,-9
